id,name,scriptid,scripttype,owner,scriptfile,isinactive
5430,BSP Bundle Installation,customscript_bsp_bundle_installation,BUNDLEINSTALLATION,17891,1692837,F
1910,Bundle Installation,customscript_ste_bundle_install,BUNDLEINSTALLATION,17891,799026,F
162,Campaign Assistant Bundle Install,customscript_campaign_assistant_bundle,BUNDLEINSTALLATION,5,1076,F
2807,Dashboard Tiles BI,customscript_dt_bi_migration,BUNDLEINSTALLATION,-5,994083,F
270,ED Bundle Installation,customscript_ed_bundle_installation,BUNDLEINSTALLATION,5,1391,F
327,EP Bundle Installation SS2,customscript_15486_ep_bundle_install,BUNDLEINSTALLATION,-5,2970,F
6,Enhanced Sales Center Bundle Script,customscript_esc_bundle_script,BUNDLEINSTALLATION,5,11,F
1213,FAM SuiteApp Install,customscript_fam_suiteappinstall_bi,BUNDLEINSTALLATION,4,498815,F
44,License Client Installation,customscript_8299_license_client_is,BUNDLEINSTALLATION,5,260,F
16,NWB Bundle Installation,customscript_nwb_bi_setup,BUNDLEINSTALLATION,5,47,F
2821,Navigation Portlet BI,customscript_nav_bi_migration,BUNDLEINSTALLATION,-5,1002548,F
486,SCM Bundle Installation,customscript_scm_bundle_installation,BUNDLEINSTALLATION,4,3216,F
1970,STE VAT DATA BUNDLE INSTALL,customscript_vat_bundle_install,BUNDLEINSTALLATION,17891,799494,F
1971,STR Bundle Installer,customscript_str_bundle_installation,BUNDLEINSTALLATION,17891,806572,F
555,StickyNotes Bundle Install Script,customscript_stick_bundle_install,BUNDLEINSTALLATION,5,4496,F
7,Subsidiary Navigator Bundle Install,customscript_snav_bundle_install,BUNDLEINSTALLATION,5,13,F
3185,Versapay Bundle Installation Script,customscript_versapay_bundle_install,BUNDLEINSTALLATION,17891,1250188,F
2022,Adjustment Journal CS,customscript_str_adjustment_jrnl_cs,CLIENT,17891,806975,F
853,Alert of Open Vendor Deposit/Prepayment,customscript853,CLIENT,5,138686,F
851,All Deliveries Report CL,customscript851,CLIENT,5,118217,F
3683,BC Estimate Client Script,customscript_bc_estimate_cs,CLIENT,36092,1501126,F
3685,BC Expenses Validator Client Script,customscript_bc_exp_val_client,CLIENT,36092,1501127,F
3715,BC Source Project Segments,customscript_bc_source_project_segments,CLIENT,36092,1501135,T
3716,BC Source Project Segments All,customscript_bc_source_project_segs_all,CLIENT,36092,1501135,F
3681,BCContractsClientScript,customscript_bc_contracts_cls,CLIENT,36092,1501123,F
3687,BCInvoiceClientScript,customscript_bc_invoice_cls,CLIENT,36092,1501129,T
3736,BCProjectAddressClientScript,customscript_bc_project_address_cs,CLIENT,36092,1501130,F
3724,BCProjectClientScript,customscript_bc_proj_client_script,CLIENT,36092,1501131,F
3695,BCTransactionLinesValidatorClientScript,customscript_bc_trans_lines_val,CLIENT,36092,1501143,T
3728,BCVendorBillClientScript,customscript_bc_vendor_bill_cls,CLIENT,36092,1501144,F
5434,BSP CS Format Profile,customscript_bsp_cs_format_profile,CLIENT,17891,1692885,F
