id,name,scriptid,scripttype,owner,scriptfile,isinactive
570,StickyNotes Setup CS,customscript_stick_config_cs,CLIENT,5,4565,F
316,Stored Inventory - Bin Transfer Client,customscript316,CLIENT,5,2655,F
322,Stored Inventory - Issue Return CL,customscript322,CLIENT,5,2663,F
2224,USR CS Transaction,customscript_usr_cs_transaction,CLIENT,17891,807330,F
3230,Versapay Auto Script Deployment,customscript_versapay_auto_scrpt_dply_cs,CLIENT,17891,1250280,F
3234,Versapay Auto Script Deployment CS,customscript_vpy_auto_dply_cs,CLIENT,17891,1250263,F
465,Versapay CDS Wallet,customscript_versapay_cds_wallet_cs,CLIENT,2759,3041,F
469,Versapay CDS Wallet Edit,customscript_versapay_wallet_edit_cs,CLIENT,2759,3142,F
3227,Versapay CS Dynamic Payment Instrument,customscript_versapay_cs_dynamic_payins,CLIENT,17891,1250274,F
3228,Versapay CS Paylink,customscript_vpy_cs_paylink,CLIENT,17891,1250203,T
477,Versapay Cust Deposit ClientScript,customscript_versapay_cust_dep_cs,CLIENT,2759,3073,F
481,Versapay Customer Deposit Set Amount,customscript_versapay_cust_dep_set_amt_c,CLIENT,2759,3123,F
3232,Versapay Customer Messages,customscript_versapay_customer_msg_cs,CLIENT,17891,3021,F
3231,Versapay Customer Refund,customscript_vp_customer_refund_cs,CLIENT,17891,1250259,F
480,Versapay Invites Contacts Client Script,customscript_versapay_invite_contacts_cs,CLIENT,2759,3099,F
3229,Versapay Partial Payment CS,customscript_vp_partial_payment_cs,CLIENT,17891,1250196,F
3233,Versapay SuiteBilling Recurring Helper,customscript_versapay_suitebill_recur_cs,CLIENT,17891,1250274,F
2842,billing_box_cs,customscriptbillingcs,CLIENT,17891,1093451,T
2785,pagination_cs.js,customscript_pagination_cs_js,CLIENT,17891,991113,T
314,pr_client_bulb,customscript314,CLIENT,8,2653,T
4921,Prompt Library App,custtoolset_ns_prompt_app_script,CUSTOMTOOL,,1643850,F
4415,Record Tools,custtoolset_ns_records_script,CUSTOMTOOL,,1413239,F
4416,Reporting Tools,custtoolset_ns_reporting_script,CUSTOMTOOL,,1618271,F
4417,Search Tools,custtoolset_ns_search_script,CUSTOMTOOL,,1413243,F
4418,SuiteQL Tools,custtoolset_ns_suiteql_script,CUSTOMTOOL,,1413245,F
2228,Sales Tax Analysis,customscript_usr_pl_ds_sales_tax_anlys,DATASETBUILDER,17891,807331,F
2229,Sales Tax Liability by Tax Agency,customscript_usr_pl_ds_sls_tax_by_agency,DATASETBUILDER,17891,807334,F
2230,Sales Tax Liability by Tax Item,customscript_usr_pl_ds_sls_tax_by_item,DATASETBUILDER,17891,807332,F
2231,Sales by State Analysis,customscript_usr_pl_ds_sls_tax_by_state,DATASETBUILDER,17891,807333,F
2232,Tax by State Analysis,customscript_usr_pl_ds_tax_by_state,DATASETBUILDER,17891,807335,F
5222,APG Email Capture Plugin,customscript_apg_email_capture,EMAILCAPTURE,24451,1661588,F
571,StickyNotes Email Capture,customscript_stick_email_capture,EMAILCAPTURE,5,4564,F
592,EU Bank Feeds Connectivity,customscript_fi_account_aggr_partner_se,FICONNECTIVITY,3,6203,F
591,EU Non-PSD2 Bank Feeds Connectivity,customscript_fi_account_aggr_eu_unreg_se,FICONNECTIVITY,3,6202,F
590,Other Countries Bank Feeds Connectivity,customscript_fi_account_aggr_acctinf_se,FICONNECTIVITY,3,6200,F
5330,SFTP Connectivity,customscript_absi_connectivity_sftp,FICONNECTIVITY,17891,1692324,F
589,US and CA Bank Feeds Connectivity,customscript_fi_account_aggr,FICONNECTIVITY,3,1657572,F
3065,US and CA Bank Feeds Connectivity MX,customscript_fi_account_aggr_mx,FICONNECTIVITY,-5,1182250,F
5435,CSV Plugin Implementation,customscript_bsp_parser_csv,FIPARSER,17891,1692888,F
3910,EU and Other Countries Salt Edge Parser,customscript_bf_fi_parser_se,FIPARSER,-5,1568533,F
3064,US and CA Bank Feeds Parser (MX),customscript_bf_parser_mx,FIPARSER,-5,1182251,F
3911,US and CA Bank Feeds Parser (Yodlee),customscript_bf_parser_ydl,FIPARSER,-5,1568534,F
1209,ACH EP Migration MR - CA,customscript_ca_ach_ep_migration_mr,MAPREDUCE,-5,381943,F
834,ACH EP Migration MR - US,customscript_ach_ep_migration_mr,MAPREDUCE,-5,87164,F
5221,APG Batch Result Fetcher,customscript_apg_batch_result_mr,MAPREDUCE,24451,1661587,F
3774,BC Allocate Resource MR,customscript_bc_allocate_resource_mr,MAPREDUCE,36092,1501211,F
3772,BC Baseline Creation MR,customscript_bc_baseline_creation_mr,MAPREDUCE,36092,1501212,F
5747,BC File Cabinet Cleanup M/R,customscript_bc_file_cleanup_mr,MAPREDUCE,-5,1744935,F
3723,BC Project Copy Map/Reduce,customscript_bc_proj_cpy_mr,MAPREDUCE,36092,1501215,F
3743,BC Project Issue Date MR,customscript_bc_project_issue_date_mr,MAPREDUCE,36092,1501217,F
3746,BCCostCodeFillSubsidiaryMapReduce,customscript_bc_cc_fill_subsidiary,MAPREDUCE,36092,1501213,F
3747,BCUnlockBudgetMapReduce,customscript_bc_mr_unlock_budget,MAPREDUCE,36092,1501218,F
5433,BSP CSV Error File Cleanup,customscript_bsp_error_file_cleanup_csv,MAPREDUCE,17891,1692886,F
586,Bank Feeds Audit Trail Cleanup,customscript_bf_model_ns_audittrailclean,MAPREDUCE,3,6166,F
2692,Box - Migration: Account Association,customscript_box_app_v3_mi_acct_assoc,MAPREDUCE,17891,966978,F
2693,Box - Migration: Integration Config,customscript_box_app_v3_mi_int_conf,MAPREDUCE,17891,966979,F
2695,Box - Migration: Record Folder,customscript_box_app_v3_mi_rcd_fdr,MAPREDUCE,17891,966980,F
2694,Box - Migration: Record Type Config,customscript_box_app_v3_mi_rcd_conf,MAPREDUCE,17891,966981,F
2696,Box - Migration: Type Folder,customscript_box_app_v3_mi_type_fdr,MAPREDUCE,17891,966983,F
3236,Cash 360 | MR SO PO Order Lead Time Calc,customscript_cash360_mr_so_po_calc,MAPREDUCE,-5,1304450,F
295,Check Include Children,customscript295,MAPREDUCE,5,2629,F
1062,Consolidate Items - MR,customscript_pr_consolidate_items_mr,MAPREDUCE,15382,188179,F
2826,Consolidated Record | Link Inbound & IPO,customscript_pr_link_inbound_ipo,MAPREDUCE,5,1010637,F
2804,Consolidated Search | Update Fields,customscript_pr_update_consol_fields,MAPREDUCE,5,991950,F
2810,Dashboard Tiles Redwood Data Migration,customscript_dt_mr_rw_datamigration,MAPREDUCE,-5,994113,F
1708,Delete Records,customscript1708,MAPREDUCE,8,760852,F
536,ECO Details MR Delete Orphans,customscript_ecodetails_mr_deleteorphans,MAPREDUCE,4,4168,F
537,ECO MR Bulk Process,customscript_eco_mr_bulk_process,MAPREDUCE,4,4139,F
133,EP Delete BEPIs MR,customscript_ep_delete_bepi_mr,MAPREDUCE,5,1012,F
142,EP Email Notification MR,customscript_8859_email_notification_mr,MAPREDUCE,5,948,F
129,EP Failed Transaction Unlinker MR,customscript_9997_trans_unlinker_mr,MAPREDUCE,5,1061,F
137,EP Payment Processor,customscript_8858_payment_processor_mr,MAPREDUCE,5,957,F
135,EP Reverse Payments MR,customscript_8858_reverse_payments_mr,MAPREDUCE,5,975,F
141,EP Rollback MR,customscript_8859_ep_rollback_mr,MAPREDUCE,5,1008,F
140,EP Transaction Marker,customscript_8859_transaction_marker,MAPREDUCE,5,1070,F
138,EP Update BEPIs MR,customscript_ep_update_bepi_mr,MAPREDUCE,5,1051,F
3346,FA | MR Sync - Update FA,customscript_fa_mr_sync_update_fa,MAPREDUCE,17891,1400961,F
3347,FA | MR Sync - Update NS,customscript_fa_mr_sync_update_ns,MAPREDUCE,17891,1400962,F
1311,FAM - Update Asset Invoice MR,customscript_fam_mr_updateassetinvoice,MAPREDUCE,4,499065,F
1314,FAM Add Asset Values MR,customscript_fam_addassetvals_mr,MAPREDUCE,4,499052,F
1341,FAM Asset Generation MR,customscript_fam_generateasset_mr,MAPREDUCE,4,499149,F
1326,FAM Attach Invalid Lease Payments MR,customscript_fam_attachleasepayment_mr,MAPREDUCE,4,499113,F
1337,FAM Clean Up Depreciation Files MR,customscript_fam_cleanupdeprfiles_mr,MAPREDUCE,4,499112,F
1324,FAM Convert Asset IDs Asset Reset Data,customscript_fam_convertassetids_mr,MAPREDUCE,4,499151,F
1339,FAM Create Compound Asset MR,customscript_fam_createcompound_mr,MAPREDUCE,4,499094,F
1323,FAM Create Journal MR,customscript_fam_createjournal_mr,MAPREDUCE,4,499184,F
1315,FAM Create Lease Payments,customscript_fam_createleasepayment_mr,MAPREDUCE,4,499070,F
1340,FAM Create Summaries MR,customscript_fam_createsummaries_mr,MAPREDUCE,4,499051,F
1295,FAM Deactivate Lease Payment MR,customscript_fam_deactivate_lpay_mr,MAPREDUCE,4,499050,F
1310,FAM Delete Asset DHR MR,customscript_fam_deleteassetdhr_mr,MAPREDUCE,4,499150,F
1325,FAM Delete Asset MR,customscript_fam_deleteasset_mr,MAPREDUCE,4,499069,F
1329,FAM Delete Old Forecasts MR,customscript_fam_deleteoldforecast_mr,MAPREDUCE,4,499093,F
1330,FAM Delete Schedule DHR MR,customscript_fam_deletescheduledhr_mr,MAPREDUCE,4,499134,F
1303,FAM Dispose Asset MR,customscript_fam_disposeasset_mr,MAPREDUCE,4,499133,F
1305,FAM Finalize Lease Proposal MR,customscript_fam_finalizeleaseprop_mr,MAPREDUCE,4,499092,F
1328,FAM Generate Depr Monthly Report MR,customscript_fam_generatedeprmonth_mr,MAPREDUCE,4,499166,F
1299,FAM Generate Depr Sched Report MR,customscript_fam_generatedeprsched_mr,MAPREDUCE,4,499165,F
1344,FAM Generate Derogatory DHRs MR,customscript_fam_generatederogatorydhrs,MAPREDUCE,4,499091,F
1309,FAM Generate Lease Schedules MR,customscript_fam_generateleasesched_mr,MAPREDUCE,4,499183,F
1307,FAM Japan Reset Assets M/R,customscript_fam_resetjpassets_mr,MAPREDUCE,4,499132,F
1306,FAM Migrate Generic MR,customscript_fam_migrate_generic_mr,MAPREDUCE,4,499182,F
1318,FAM Migrate Lease Contract MR,customscript_fam_migrateleasecontract_mr,MAPREDUCE,4,499111,F
1322,FAM Migrate Lease Summary MR,customscript_fam_migrateleasesummary_mr,MAPREDUCE,4,499164,F
1331,FAM Migrate Posting Tax MR,customscript_fam_migrate_postingtax_mr,MAPREDUCE,4,499181,F
1321,FAM Migrate to Precompute MR,customscript_fam_migratetoprecompute_mr,MAPREDUCE,4,499163,F
1298,FAM Orphaned DHRs Diagnostic MR,customscript_fam_orphaneddhrsdiag_mr,MAPREDUCE,4,499068,F
1308,FAM Post Depreciation Mapping,customscript_fam_postdepr_mapdhr_mr,MAPREDUCE,4,499180,F
1312,FAM Post Depreciation Update No Book,customscript_fam_postdepr_nobook_mr,MAPREDUCE,4,499131,F
1335,FAM Post Process MR,customscript_fam_mr_postprocess,MAPREDUCE,4,499090,F
1301,FAM Post-Upgrades Check MR,customscript_fam_postupgradeschk_mr,MAPREDUCE,4,499110,F
1319,FAM Precalc MR,customscript_fam_precalc_mr,MAPREDUCE,4,499162,F
1313,FAM Proposal Split MR,customscript_fam_mr_proposalsplit,MAPREDUCE,4,499109,F
1343,FAM Propose Asset MR,customscript_fam_proposeasset_mr,MAPREDUCE,4,499148,F
1320,FAM Recognize Lease Interest MR,customscript_fam_recognize_leaseint_mr,MAPREDUCE,4,499130,F
1297,FAM Reports Cleanup MR,customscript_fam_reportscleanup_mr,MAPREDUCE,4,499108,F
1304,FAM Reset Asset Values MR,customscript_fam_resetassetvals_mr,MAPREDUCE,4,499089,F
1332,FAM Retrieve Asset Values MR,customscript_fam_retrieve_assetvalues_mr,MAPREDUCE,4,499067,F
1296,FAM Revalue Asset MR,customscript_fam_revalueasset_mr,MAPREDUCE,4,499066,F
1327,FAM Reverse Interest Journals MR,customscript_fam_reverse_intjrns_mr,MAPREDUCE,4,499129,F
4110,FAM Revised Delete Old Forecast MR,customscript_fam_reviseddelforecast_mr,MAPREDUCE,-5,1573942,F
1317,FAM Rollback Script,customscript_fam_mr_rollbackrecords,MAPREDUCE,4,499179,F
1342,FAM Set Alt Depr Subsidiary MR,customscript_fam_setaltdeprsubs_mr,MAPREDUCE,4,499128,F
1334,FAM Setup Account Records,customscript_fam_setup_accountrecords,MAPREDUCE,4,499178,F
1300,FAM Split MR,customscript_fam_split_mr,MAPREDUCE,4,499161,F
1338,FAM Transfer Asset MR,customscript_fam_transferasset_mr,MAPREDUCE,4,499107,F
1336,FAM Transfer Validate Assets MR,customscript_fam_transfer_validate_mr,MAPREDUCE,4,499177,F
1316,FAM Update Compound Assets - PreCalc MR,customscript_fam_updcomass_mr,MAPREDUCE,4,499088,F
1302,FAM Validate Asset MR,customscript_fam_validateasset_mr,MAPREDUCE,4,499087,F
2801,Generate Special Order Data Records MR,customscript_zas_generate_spcl_ord_data,MAPREDUCE,5,991946,F
134,Global Entity Migration Script MR,customscript_9572_migration_script_mr,MAPREDUCE,5,954,F
3877,Inbound PO Link MR,customscript_inbounk_po_link_mr,MAPREDUCE,17891,1535727,F
5540,Item Inactivate,customscript_item_inactivate,MAPREDUCE,17891,1702802,T
4119,LA Bulk Actions,customscript_lsp_bulkaction_mr,MAPREDUCE,17891,1587379,F
289,LA Item Update from CSV,customscript289,MAPREDUCE,5,2472,T
3775,LA Name fix,customscript_la_name_fix,MAPREDUCE,17891,1501893,T
4121,LA Payment Templates Component MR,customscript_payment_temp_register_mr,MAPREDUCE,17891,1587381,F
3558,LA SKU to Item,customscript_la_sku_to_item,MAPREDUCE,17891,1458894,T
3568,LA Sku to Item MR2.js,customscript_la_sku_to_item_mr2js,MAPREDUCE,17891,1492696,F
2481,LA Step 1 CSV ROW CustRec CREATOR MR,customscript_la_csvrowcreator,MAPREDUCE,8,939046,T
2480,LA Step 2 CSV Row To LA Item Rec MR,customscript_la_csvrow_toitemrec,MAPREDUCE,8,939045,T
4120,LA registration,customscript_lsp_registration_mr,MAPREDUCE,17891,1587380,F
1702,Lights CSV Import: Generate Queue,customscript_zastro_la_gen_queue,MAPREDUCE,8,759334,T
1694,Lights CSV Import: Step 1: Import CSV,customscript_zastro_la_step_1,MAPREDUCE,8,759329,T
1697,Lights CSV Import: Step 4: Link Item,customscript_zastro_la_step_4,MAPREDUCE,8,759332,T
1703,Lights CSV Import: Step 5: Create Item,customscript_zastro_la_step_5,MAPREDUCE,8,759333,T
1700,Lights: Adhoc Processor,customscript_zastro_la_adhoc,MAPREDUCE,8,759322,F
1091,LightsAmerica  Link Item & Custom,customscript1091,MAPREDUCE,5,213417,T
1089,LightsAmerica - CSV Creator,customscript1089,MAPREDUCE,5,209873,T
1100,LightsAmerica - Create Items,customscript1100,MAPREDUCE,5,234690,T
1099,LightsAmerica - Update Items,customscript1099,MAPREDUCE,5,234588,T
1090,LightsAmerica CSV to Custom Record,customscript1090,MAPREDUCE,5,213216,T
1909,Load n Save MR,customscript1909,MAPREDUCE,8,789147,F
3058,Look up Field ID MR,customscript_cat_mr_look_up_field_id,MAPREDUCE,8,1153669,F
572,Move Customer Deposit,customscript572,MAPREDUCE,5,4583,T
4621,NS | MR | File Download - Manual,customscript_ns_mr_auto_file_download,MAPREDUCE,17891,1631211,F
4623,NS | MR | File Download - Scheduled,customscript_ns_mr_file_download_sched,MAPREDUCE,17891,1631212,F
4622,NS | MR | File Transfer - Manual,customscript_ns_mr_auto_file_transfer,MAPREDUCE,17891,1631213,F
4624,NS | MR | File Transfer - Scheduled,customscript_ns_mr_file_transfer_sched,MAPREDUCE,17891,1631214,F
131,Nacha Encrypt Entity Bank MR,customscript_15152_nacha_entity_bank_mr,MAPREDUCE,5,1066,F
132,Nacha Encrypt company Bank MR,customscript_15152_nacha_company_bank_m,MAPREDUCE,5,961,F
2822,Navigation Category Migration MR,customscript_nav_mr_navcategorymigration,MAPREDUCE,-5,1002561,F
2823,Navigation Role Mass Update MR,customscript_nav_mr_rolemassupdate,MAPREDUCE,-5,1002560,F
858,ONE TIME item update,customscript858,MAPREDUCE,5,147723,T
2945,PL LA Step 1 MR,customscript_pl_la_step1_mr,MAPREDUCE,8,1123930,F
2425,PL Step 1 Papa MR,customscript2425,MAPREDUCE,8,868385,T
130,Payment to Admin Linker MR,customscript_9997_payment_to_admin_mr,MAPREDUCE,5,1018,F
1333,Post-Depreciate Map/Reduce Script,customscript_fam_postdepr_updateasset_mr,MAPREDUCE,4,499049,F
3446,Prem Delete Skuless Items MR,customscript3446,MAPREDUCE,8,1403936,F
2020,QueryTask Processor MR,customscript_str_querytask_proc_mr,MAPREDUCE,17891,806996,F
2021,ReportSchema Installer MR,customscript_reportschema_installer_mr,MAPREDUCE,17891,806999,F
346,SI Bin Delete,customscript346,MAPREDUCE,8,2999,F
2947,STE MR Automated Data Update,customscript_ste_mr_auto_data_update,MAPREDUCE,-5,1127579,F
1958,STE MR Confirmation Email,customscript_ste_mr_confirmation_email,MAPREDUCE,17891,799398,F
1957,STE MR Create Records,customscript_ste_mr_create_records,MAPREDUCE,17891,799435,F
1961,STE MR Data Provisioning,customscript_ste_mr_data_provisioning,MAPREDUCE,17891,799420,F
1960,STE MR Data Update,customscript_ste_mr_data_update,MAPREDUCE,17891,799443,F
1956,STE MR Exempt Cert All Items Saving,customscript_ste_mr_exempt_allitems_save,MAPREDUCE,17891,799471,F
1962,STE MR Exempt Certificate Items Saving,customscript_ste_mr_exempt_items_save,MAPREDUCE,17891,799485,F
1959,STE MR Item Tax Exemption Saving,customscript_ste_mr_item_tax_exempt_save,MAPREDUCE,17891,799472,F
1954,STE MR Item Tax Rules Saving,customscript_ste_mr_item_tax_rules_save,MAPREDUCE,17891,799474,F
1952,STE MR Item Tax Rules Saving from Search,customscript_ste_mr_itr_save_from_search,MAPREDUCE,17891,799473,F
3182,STE MR Item Tax Setup Saving,customscript_ste_mr_item_tax_setup_save,MAPREDUCE,-5,1243943,F
3181,STE MR Item Tax Setup Saving From Setup,customscript_ste_mr_its_save_from_setup,MAPREDUCE,-5,1243942,F
3180,STE MR Item Tax Setup Saving from Search,customscript_ste_mr_its_save_from_search,MAPREDUCE,-5,1243941,F
1951,STE MR OSS Tax Schedule Item Saving,customscript_ste_mr_oss_taxschd_itemsave,MAPREDUCE,17891,799429,F
1955,STE MR Tax Schedule Item Saving,customscript_ste_mr_taxschedule_itemsave,MAPREDUCE,17891,799467,F
2018,STR Search Installer MR,customscript_str_searchinstaller_mr,MAPREDUCE,17891,807007,F
2019,SearchTask Processor MR,customscript_str_searchtask_proc_mr,MAPREDUCE,17891,806980,F
2017,TaxReportingCategory Installer MR,customscript_str_trc_installer_mr,MAPREDUCE,17891,806970,F
139,Template Generator MR,customscript_13438_template_generator_mr,MAPREDUCE,5,998,F
2682,UPC Fill,customscript_jww_upc_fill,MAPREDUCE,17891,966006,T
3561,Unified Catalog Analysis MR,customscript_unified_catalog_analysis_mr,MAPREDUCE,17891,1475868,F
136,Update Customer DD File Format MR,customscript_9997_update_ddfileformat_mr,MAPREDUCE,5,1033,F
804,Update Display Name,customscript804,MAPREDUCE,5,24866,F
4314,Update Inbound Shipment Pricing MR,customscript_update_inbound_pricing_mr,MAPREDUCE,17891,1594279,F
836,Update LA Item Fields,customscript836,MAPREDUCE,5,87166,T
462,Versapay Cloudplatform Credit Mem Export,customscript_versapay_clpf_crm_export,MAPREDUCE,2759,3111,F
461,Versapay Cloudplatform Customer Export,customscript_versapay_clpf_cust_export,MAPREDUCE,2759,3050,F
464,Versapay Cloudplatform Invoice Export,customscript_versapay_clpf_inv_export,MAPREDUCE,2759,3110,F
459,Versapay Cloudplatform Payment Export,customscript_versapay_clpf_pmt_export,MAPREDUCE,2759,3032,F
463,Versapay Customer Auto Sync MR,customscript_versapay_cust_autosync,MAPREDUCE,2759,3031,F
458,Versapay Customer Auto Sync MR (Company),customscript_versapay_custcomp_autosync,MAPREDUCE,2759,3152,F
3226,Versapay Customer CC Migration,customscript_versapay_cc_migration_mr,MAPREDUCE,17891,1250278,F
3221,Versapay EFT Exp Sync MR,customscript_versapay_eft_exp_sync_mr,MAPREDUCE,17891,1250233,F
460,Versapay Initial Export - Customers DPR,customscript_versapay_initialcustexp_mr,MAPREDUCE,2759,3010,F
3225,Versapay MR Set Paylink,customscript_versapay_mr_setpaylink,MAPREDUCE,17891,1250241,F
3222,Versapay Massive Customer Wallet Update,customscript_versapay_mr_masscustwallet,MAPREDUCE,17891,1250229,F
457,Versapay NS-ARC Auto Sync MR,customscript_versapay_arc_autosync_mr,MAPREDUCE,2759,3112,F
3223,Versapay Settlement and Fee Recon,customscript_versapay_settlement_recon,MAPREDUCE,17891,1250287,F
3220,Versapay UCP Sales Order - Map/Reduce,customscript_versapay_ucp_so_mr,MAPREDUCE,17891,1250270,F
3224,Versapay eFeatures Batching,customscript_versapay_efeatures_batch_mr,MAPREDUCE,17891,1250293,F
3725,[DEPRECATED]BC Inactivate/Activat,customscript_bc_proj_inac_activ_mr,MAPREDUCE,36092,1501216,F
4,Last Sales Activity Mass Update,customscript_lsa_massupdate,MASSUPDATE,-5,8,F
483,Solupay SuitePayment,customscript_solupaysuitepayments,PAYMENTGATEWAY,2759,3077,F
4116,LRC Field Manager Plugin Type,customscript_lrc_field_manager,PLUGINTYPE,17891,1587359,F
2478,Report Customization PT,customscript_str_reportcustomization_pt,PLUGINTYPE,-5,923198,F
5846,AP Aged Unbilled PL,customscript_ap_aged_unbilled_pl,PORTLET,17891,1756890,F
5225,AP Genius Pre-Check PL,customscript_ap_genius_precheck_pl,PORTLET,17891,1674260,F
3690,BlueCollar Release Portlet,customscript_bc_release_portlet,PORTLET,36092,1501234,F
3337,Case Formula Portlet,customscript_case_formula_portlet,PORTLET,17891,1344384,F
38,Dashboard Tile Portlet,customscript_dt_portlet_tiles,PORTLET,5,177,F
1358,EP Global Batch Processing Portlet,customscript_17801_ep_gebatch_process_pt,PORTLET,-5,2988,F
341,EP Payment Batch Processing Portlet SS2,customscript_15486_ep_batch_process_pt,PORTLET,-5,2988,F
279,Employee Directory Portlet,customscript_ed_emp_dir_portlet,PORTLET,5,2455,F
1294,FAM Diagnostics,customscript_fam_diagnostics_pl,PORTLET,4,499141,F
3172,Inventory Lookup Portlet,customscript2953,PORTLET,17891,1193873,F
3171,Inventory Portlet,customscript_inventory_portlet,PORTLET,17891,1193872,T
3352,Key Benefits,customscript_fa_pl_keybenefits,PORTLET,17891,1400963,F
30,Navigation Portlet,customscript_nav_po_navigationportlet,PORTLET,5,113,F
3353,NetSuite Connector Link,customscript_fa_pl_nsconnectorlink,PORTLET,17891,1400964,F
128,Payment Batch Processing Portlet,customscript_2663_batch_processing_p,PORTLET,5,1032,F
4625,SFTP Dashboard,customscript_sftp_dashboard_pt,PORTLET,17891,1631215,F
15,Subsidiary Navigator,customscript_snav_portlet_app,PORTLET,5,45,F
4515,Tax Lookup Portlet,customscript_tax_lookup_portlet_pl,PORTLET,17891,1622814,F
3170,linksportlet,customscript_links_portlet,PORTLET,17891,1193871,F
127,8859_batch_updater_rs,customscript_8859_batch_updater_rs,RESTLET,5,959,F
4315,BCChangeRequestApprovalRestlet,customscript_bc_ch_req_apprvl_restlet,RESTLET,-5,1604673,F
3677,BCChangeRequestFormToolRestlet,customscript_bc_change_req_restlet,RESTLET,36092,1501116,F
5745,BCFinancialToolBudgetItemsRestlet,customscript_bc_budget_updates_restlet,RESTLET,-5,1744934,F
5746,BCProjectInactivateActivateRestlet,customscript_bc_proj_inactivate_restlet,RESTLET,-5,1744936,F
3700,BCSearchesPostDeploymentSteps,customscript_bc_searches_restlet,RESTLET,36092,1501248,F
126,Entity Bank Details RS,customscript_11187_entitybank_details_rs,RESTLET,5,947,F
3348,FA | RL Web Services,customscript_farapp_web_services,RESTLET,17891,1400965,F
1292,FAM Check Custom Report Column RESTlet,customscript_fam_checkcustreportcols_rs,RESTLET,4,499140,F
1290,FAM Create Lease Journal RESTlet,customscript_fam_createleasejrn_rs,RESTLET,4,499187,F
1289,FAM Delete Files RESTlet,customscript_fam_deletefiles_rs,RESTLET,4,499186,F
1291,FAM Modify Lease RESTlet,customscript_fam_modifylease_rs,RESTLET,4,499116,F
1293,FAM ResX Client RESTlet,customscript_fam_resxclient_rs,RESTLET,4,499097,F
4114,Fetch Record Fields,customscript_fetch_record_fields,RESTLET,17891,1587419,F
1698,Lights America API 2,customscript_lights_america_restlet_api2,RESTLET,8,759327,F
3563,Monday Sync Restlet,customscript_monday_sync_restlet,RESTLET,17891,1487665,F
124,Payment Batch Updater RS,customscript_2663_batch_updater_rs,RESTLET,5,1073,F
1360,Ramp API,customscript_ramp_restlet,RESTLET,-5,705207,F
125,Runtime Settings RS,customscript_12050_runtime_settings_rs,RESTLET,5,1011,F
1950,STE RL Country Manager,customscript_ste_rl_country_manager,RESTLET,17891,799410,F
3340,STE RL Get Repeat From SS,customscript_ste_rl_get_repeat_from_ss,RESTLET,-5,1379366,F
2784,STR Report Generator,customscript_str_reportgenerator_rs,RESTLET,-5,977025,F
2016,STR logger RS,customscript_str_logger_rs,RESTLET,17891,806961,F
454,Solupay Connector,customscript_solupay_connector_rs,RESTLET,2759,3046,F
456,Solupay Customer Statement,customscript_solupay_customerpayment_rs,RESTLET,2759,3103,F
452,Solupay E-Customer Deposit,customscript_solupay_ecustomerdeposit_rs,RESTLET,2759,3022,F
453,Solupay E-Invoice 2 Cash,customscript_solupay_einvoice_cash_rs,RESTLET,2759,3146,F
451,Solupay E-Quote 2 Cash,customscript_solupay_equote_cash_rs,RESTLET,2759,3074,F
455,Solupay External Quote,customscript_solupay_externalquote,RESTLET,2759,3143,F
3218,Versapay Customer Communication Email,customscript_versapay_cust_comm_email_rs,RESTLET,17891,1250290,F
3219,Versapay RS Clover,customscript_versapay_rs_clover,RESTLET,17891,1250231,F
123,8859_payment_batch_on_demand,customscript_8859_paymnt_batch_on_demand,SCHEDULED,5,1015,F
4727,AI Companion Prompt Usage Rollup,customscript_atlas_aicomp_usage_rollup,SCHEDULED,17891,1641545,F
4725,AI Companion Role Sync Weekly,customscript_atlas_aicomp_role_sync,SCHEDULED,17891,1641544,F
819,Assign Refund Amounts to SO,customscript819,SCHEDULED,5,64280,F
340,Auto Process Queued PFA,customscript_15531_auto_queued_pfa_ss,SCHEDULED,-5,2983,F
3669,BC Project Copy Imports Sch,customscript_bc_proj_copy_imports,SCHEDULED,36092,1501261,F
5022,BC Redeployment Scheduled,customscript_bc_redeployment_scheduled,SCHEDULED,-5,1652477,F
3740,BC Usage Statistical Data Push,customscript_bc_statdata_push_ss,SCHEDULED,36092,1501263,F
3741,BCAccountBudgetingSyncScheduled,customscript_bc_acc_budg_sync_sch,SCHEDULED,36092,1501255,F
5230,BCContractAssociationCleanUpScheduled,customscript_bc_cntrc_assoc_clnp_sch,SCHEDULED,-5,1679761,F
3066,Bank Feeds MX Get Supported FIs,customscript_bf_model_mx_getfis,SCHEDULED,-5,1182238,F
3055,Big Data Deleter SS,customscript_str_bigdatadeleter_ss,SCHEDULED,-5,1144635,F
2005,Big Data Generator SS,customscript_str_bigdatagenerator_ss,SCHEDULED,17891,807006,F
3737,BlueCollar Active/Inactive Proj Sch,customscript_bc_sch_act_inac_projects,SCHEDULED,36092,1501256,F
1094,Connect SO and Special Order,customscript_pr_connect_so_special,SCHEDULED,15382,216636,F
2812,Consolidated | Duplication Check of Spec,customscript2812,SCHEDULED,5,995723,F
485,Create Deposits,customscript485,SCHEDULED,5,3213,F
41,Create Merchandise Hierarchy Levels,customscript_mh_ss_create_mh,SCHEDULED,5,208,F
37,Dashboard Tile Update on Role Scheduled,customscript_dt_ss_updateroles,SCHEDULED,5,174,F
692,Delivery Record- Link Customer,customscript692,SCHEDULED,5,12777,F
108,EP Entity Data Update,customscript_2663_entity_update_ss,SCHEDULED,5,1030,F
