depid,script,deployid,recordtype,isdeployed,status
4,1,customdeploy_lsa_ue_opportunity,OPPORTUNITY,T,RELEASED
5,1,customdeploy_lsa_ue_prospect,PROSPECT,T,RELEASED
3,1,customdeploy_lsa_ue_lead,LEAD,T,RELEASED
2,1,customdeploy_lsa_ue_customer,CUSTOMER,T,RELEASED
1,1,customdeploy_lsa_ue_contact,CONTACT,T,RELEASED
9,2,customdeploy_lsa_ue_call,PHONECALL,T,RELEASED
8,2,customdeploy_lsa_ue_event,CALENDAREVENT,T,RELEASED
7,2,customdeploy_lsa_ue_note,NOTE,T,RELEASED
6,2,customdeploy_lsa_ue_message,MESSAGE,T,RELEASED
10,2,customdeploy_lsa_ue_task,TASK,T,RELEASED
11,3,customdeploy_lsa_sl_update_lsa,,T,RELEASED
14,4,customdeploy_lsa_massupdate_customer,CUSTOMER,T,RELEASED
12,4,customdeploy_lsa_massupdate_opportunity,OPPORTUNITY,T,RELEASED
13,4,customdeploy_lsa_massupdate_contact,CONTACT,T,RELEASED
15,6,customdeploy_esc_bundle_script,,T,RELEASED
6501,7,customdeploy_snav_bundle_install,,T,RELEASED
6502,8,customdeploy_snav_subsidiary_ue,SUBSIDIARY,T,RELEASED
18,9,customdeploy_snav_generate_css,,T,RELEASED
19,10,customdeploy_translation_suitelet,,T,RELEASED
20,11,customdeploy_snav_service_user_sl,,T,RELEASED
6503,12,customdeploy_snav_suitelet,,T,RELEASED
22,13,customdeploy_snav_service_admin_sl,,T,RELEASED
23,14,customdeploy_snav_copysublogo,,T,NOTSCHEDULED
6504,15,customdeploy_snav_portlet_app,,T,RELEASED
6505,15,customdeploy_snav_portlet,,T,RELEASED
26,16,customdeploy_nwb_bi_setup,,T,RELEASED
27,17,customdeploy_naw_ws_showexceptions,RECORD,T,RELEASED
28,18,customdeploy_3way_ws_checksubsmatchfield,RECORD,T,RELEASED
29,19,customdeploy_iaw_ws_iscustomerfirstinv,INVOICE,T,RELEASED
30,20,customdeploy_naw_ws_check_feature,RECORD,T,RELEASED
31,21,customdeploy_naw_ws_create_exceptionrec,RECORD,T,RELEASED
32,22,customdeploy_naw_ws_delete_exceptionrec,RECORD,T,RELEASED
33,23,customdeploy_naw_ws_get_user_pref,RECORD,T,RELEASED
35,24,customdeploy_naw_ue_delete_exp_vb,VENDORBILL,T,RELEASED
34,24,customdeploy_naw_ue_delete_exp_iv,INVOICE,T,RELEASED
36,25,customdeploy_wd_naw_su_showexc,,T,RELEASED
37,26,customdeploy_nav_ue_navcategoryentry,CUSTOMRECORD_NAV_SHORTCUTGROUP,T,RELEASED
38,27,customdeploy_nav_su_navigationportlet,,T,RELEASED
39,28,customdeploy_nav_su_rolemassupdate_admin,,T,RELEASED
40,29,customdeploy_nav_ss_rolemassupdate,,T,NOTSCHEDULED
41,30,customdeploy_nav_po_navigationportlet,,T,RELEASED
42,31,customdeploy_nav_cs_navcategoryentry,CUSTOMRECORD_NAV_SHORTCUTGROUP,T,RELEASED
43,32,customdeploy_dt_ue_translation,CUSTOMRECORD_DT_TILE,T,RELEASED
44,33,customdeploy_dt_su_translation_query,,T,RELEASED
5616,34,customdeploy_dt_su_updatepage_admin,,T,RELEASED
5617,34,customdeploy_dt_su_updatepage,,T,RELEASED
47,35,customdeploy_dt_su_translation,,T,RELEASED
48,36,customdeploy_dt_su_tile_backend,,T,RELEASED
49,37,customdeploy_dt_ss_updateroles,,T,NOTSCHEDULED
5618,38,customdeploy_dt_portlet_custom_tile,,T,RELEASED
51,39,customdeploy_dt_cs_tile,CUSTOMRECORD_DT_TILE,T,RELEASED
52,40,customdeploy_dt_cs_translation,CUSTOMRECORD_DT_TILE,T,RELEASED
53,41,customdeploy_mh_ss_create_mh,,T,NOTSCHEDULED
54,42,customdeploy_mh_ss_relink_levels_with_cs,,T,NOTSCHEDULED
55,43,customdeploy_mh_ue_configuration_upload,CUSTOMRECORD_MH_XML_CONFIG_UPLOAD_RECORD,T,RELEASED
1777,44,customdeploy_8299_license_client_is,,T,RELEASED
1778,45,customdeploy_8299_check_executing_script,CUSTOMRECORD_8299_LICENSE_CACHE,T,RELEASED
1779,46,customdeploy_8299_manual_request_su,,T,RELEASED
1780,47,customdeploy_8299_client_admin_page,,T,RELEASED
1781,48,customdeploy_8299_su_set_test_mode,,T,RELEASED
1782,49,customdeploy_8299_su_app_get_license,,T,RELEASED
1783,50,customdeploy_8299_su_get_license,,T,RELEASED
1790,51,customdeploy_8299_license_req_ss_0130,,T,NOTSCHEDULED
1789,51,customdeploy_8299_license_req_ss_0100,,T,NOTSCHEDULED
1792,51,customdeploy_8299_license_req_ss_0230,,T,NOTSCHEDULED
1793,51,customdeploy_8299_license_req_ss_0300,,T,NOTSCHEDULED
1794,51,customdeploy_8299_license_req_ss_0330,,T,NOTSCHEDULED
1795,51,customdeploy_8299_license_req_ss_0400,,T,NOTSCHEDULED
1796,51,customdeploy_8299_license_req_ss_0430,,T,NOTSCHEDULED
1797,51,customdeploy_8299_license_req_ss_2200,,T,NOTSCHEDULED
1798,51,customdeploy_8299_license_req_ss_2230,,T,NOTSCHEDULED
1799,51,customdeploy_8299_license_req_ss_2300,,T,NOTSCHEDULED
1800,51,customdeploy_8299_license_req_ss_2330,,T,NOTSCHEDULED
1784,51,customdeploy_8299_license_request_ss,,F,NOTSCHEDULED
1785,51,customdeploy_8299_license_request_manual,,T,NOTSCHEDULED
1786,51,customdeploy_8299_license_request_retry,,T,NOTSCHEDULED
1787,51,customdeploy_8299_license_req_ss_0000,,T,NOTSCHEDULED
1788,51,customdeploy_8299_license_req_ss_0030,,T,NOTSCHEDULED
1791,51,customdeploy_8299_license_req_ss_0200,,T,SCHEDULED
2920,53,customdeploy_2663_batch_approval_notify,CUSTOMRECORD_2663_FILE_ADMIN,T,RELEASED
2921,54,customdeploy_2663_batch_rejection_notify,CUSTOMRECORD_2663_FILE_ADMIN,T,RELEASED
69,55,customdeploy_12793_vprepapp_ue,VENDORPREPAYMENTAPPLICATION,T,RELEASED
2940,56,customdeploy_ep_preference_ue,CUSTOMRECORD_EP_PREFERENCE,F,RELEASED
2941,57,customdeploy_2663_file_format_ue,CUSTOMRECORD_2663_PAYMENT_FILE_FORMAT,F,RELEASED
2922,58,customdeploy_2663_payment_info_ue,VENDORBILL,F,RELEASED
2923,58,customdeploy_2663_payment_info_exp_ue,EXPENSEREPORT,F,RELEASED
2924,58,customdeploy_2663_payment_info_pay_ue,VENDORPAYMENT,F,RELEASED
2925,58,customdeploy_2663_payment_info_je_ue,JOURNALENTRY,F,RELEASED
2931,58,customdeploy_2663_payment_info_inv_ue,INVOICE,F,RELEASED
2927,58,customdeploy_2663_payment_info_casref_ue,CASHREFUND,F,RELEASED
2928,58,customdeploy_2663_payment_info_cr_ue,CUSTOMERREFUND,F,RELEASED
2929,58,customdeploy_2663_payment_info_cm_ue,CREDITMEMO,F,RELEASED
2930,58,customdeploy_2663_payment_info_cuspay_ue,CUSTOMERPAYMENT,F,RELEASED
2926,58,customdeploy_2663_payment_info_check_ue,CHECK,F,RELEASED
2934,59,customdeploy_2663_payment_file_mgmt_ue,CUSTOMRECORD_2663_FILE_ADMIN,F,RELEASED
2936,60,customdeploy_2663_vendor_ue,VENDOR,F,RELEASED
2939,60,customdeploy_2663_partner_ue,PARTNER,F,RELEASED
2938,60,customdeploy_2663_customer_ue,CUSTOMER,F,RELEASED
2937,60,customdeploy_2663_employee_ue,EMPLOYEE,F,RELEASED
87,61,customdeploy_12194_template_request_ue,CUSTOMRECORD_12194_FILE_TEMPLATE_REQUEST,T,RELEASED
89,62,customdeploy_9997_dd_payment_ue,CUSTOMERPAYMENT,T,RELEASED
88,62,customdeploy_9997_eft_payment_ue,VENDORPAYMENT,T,RELEASED
90,62,customdeploy__9997_vendor_prepayment_ue,VENDORPREPAYMENT,T,RELEASED
91,63,customdeploy_10782_entity_bank_ue,CUSTOMRECORD_2663_ENTITY_BANK_DETAILS,T,RELEASED
92,64,customdeploy_12050_payment_file_mgmt_ue,CUSTOMRECORD_2663_FILE_ADMIN,T,RELEASED
93,66,customdeploy_10782_bank_details_ue,CUSTOMRECORD_2663_BANK_DETAILS,T,RELEASED
94,67,customdeploy_15152_format_details_ue,CUSTOMRECORD_2663_FORMAT_DETAILS,T,RELEASED
95,68,customdeploy_encryption_details_ue,CUSTOMRECORD_ENCRYPTION_DETAILS,T,RELEASED
96,69,customdeploy_14552_customer_ue,CUSTOMER,T,RELEASED
97,69,customdeploy_14552_employee_ue,EMPLOYEE,T,RELEASED
99,69,customdeploy_14552_vendor_ue,VENDOR,T,RELEASED
98,69,customdeploy_14552_partner_ue,PARTNER,T,RELEASED
2932,70,customdeploy_2663_payment_schedule_ue,CUSTOMRECORD_2663_PAYMENT_SCHEDULE,F,RELEASED
101,71,customdeploy_2663_payment_batch_ue,CUSTOMRECORD_2663_BATCH,T,RELEASED
102,72,customdeploy_11724_bank_fee_ue,CUSTOMRECORD_11724_BANK_FEE_SCHED,T,RELEASED
2933,73,customdeploy_2663_entity_bank_details_ue,CUSTOMRECORD_2663_ENTITY_BANK_DETAILS,F,RELEASED
2935,74,customdeploy_7716_pay_aggregation_ue,CUSTOMRECORD_2663_PAYMENT_AGGREGATION,F,RELEASED
2957,75,customdeploy_15152_file_ref_service_su,,T,RELEASED
106,76,customdeploy_10782_edition_check_su,,T,RELEASED
107,77,customdeploy_8859_batch_selection_main,,T,RELEASED
108,78,customdeploy_2663_resource_mgr_s,,T,RELEASED
2942,79,customdeploy_2663_payment_selection_s,,T,RELEASED
2950,80,customdeploy_9997_trans_unlinker_su,,T,RELEASED
111,81,customdeploy_7716_payment_notification_s,,T,RELEASED
112,82,customdeploy_nacha_setup_page_d,,T,RELEASED
113,83,customdeploy_ep_admin_data_loader_s,,T,RELEASED
115,85,customdeploy_strings_loader,,T,RELEASED
116,86,customdeploy_2663_exchangerates_loader_s,,T,RELEASED
117,87,customdeploy_9997_search_summary_service,,T,RELEASED
118,88,customdeploy_get_customrecord_id,,T,RELEASED
2944,89,customdeploy_2663_jumplet_s,,F,RELEASED
120,90,customdeploy_2663_payment_sel_proc_s,,T,RELEASED
121,91,customdeploy_15152_encryption_suitelet,,T,RELEASED
2947,92,customdeploy_2663_batch_selection_ap_s,,T,RELEASED
123,93,customdeploy_9997_eft_file_generation,,T,RELEASED
124,93,customdeploy_9997_dd_file_generation,,T,RELEASED
125,94,customdeploy_8858_translation_service_su,,T,RELEASED
2952,95,customdeploy_2663_license_updater_s,,T,RELEASED
127,96,customdeploy_2663_batch_updater_s,,T,RELEASED
128,97,customdeploy_2663_field_validator_s,,T,RELEASED
2953,98,customdeploy_2663_payment_pp_selection_s,,T,RELEASED
130,99,customdeploy_8859_batch_updater_su,,T,RELEASED
2943,100,customdeploy_2663_admin_data_lookup_s,,T,RELEASED
2949,101,customdeploy_2663_payment_ar_selection_s,,T,RELEASED
133,102,customdeploy_2663_payment_reversal_s,,T,RELEASED
2946,103,customdeploy_2663_preference_s,,T,RELEASED
2948,104,customdeploy_2663_batch_selection_main_s,,T,RELEASED
2951,105,customdeploy_2663_cust_ref_selection_s,,T,RELEASED
2959,106,customdeploy_2663_admin_data_submit_s,,T,RELEASED
138,107,customdeploy_12474_ep_license_info_su,,T,RELEASED
139,108,customdeploy_2663_entity_update_ss,,T,NOTSCHEDULED
141,109,customdeploy_8859_batch_processing_ss2,,T,NOTSCHEDULED
140,109,customdeploy_8859_batch_processing_ss,,T,SCHEDULED
142,110,customdeploy_ep_payment_creator_ss,,T,NOTSCHEDULED
145,111,customdeploy_2663_payment_proc_3_ss,,T,NOTSCHEDULED
144,111,customdeploy_2663_payment_proc_2_ss,,T,NOTSCHEDULED
143,111,customdeploy_2663_payment_processing_ss,,T,NOTSCHEDULED
146,112,customdeploy_13438_template_generator_ss,,T,NOTSCHEDULED
147,113,customdeploy_2663_on_demand_batch_ss,,T,NOTSCHEDULED
148,114,customdeploy_2663_reverse_payments_ss,,T,NOTSCHEDULED
149,115,customdeploy_9997_update_ddfileformat_ss,,T,NOTSCHEDULED
150,116,customdeploy_8858_scheduler_ss,,T,NOTSCHEDULED
151,117,customdeploy_ep_update_batch_settings_ss,,T,NOTSCHEDULED
152,118,customdeploy_9997_file_generation_ss,,T,NOTSCHEDULED
153,119,customdeploy_9572_migration_script_ss,,T,NOTSCHEDULED
2960,120,customdeploy_2663_batch_processing_ss,,T,NOTSCHEDULED
2961,120,customdeploy_2663_batch_processing_ss2,,T,NOTSCHEDULED
156,121,customdeploy_2663_notify_payments_ss,,T,NOTSCHEDULED
157,122,customdeploy_2663_rollback_ss,,T,NOTSCHEDULED
158,123,customdeploy_8859_paymnt_batch_on_demand,,T,NOTSCHEDULED
159,124,customdeploy_2663_batch_updater_rs,,T,RELEASED
160,125,customdeploy_12050_runtime_settings_rs,,T,RELEASED
161,126,customdeploy_11187_entitybank_details_rs,,T,RELEASED
162,127,customdeploy_8859_batch_updater_rs,,T,RELEASED
163,128,customdeploy_2663_batch_processing_p,,T,RELEASED
164,129,customdeploy_9997_trans_unlinker_mr,,T,NOTSCHEDULED
165,130,customdeploy_9997_payment_to_admin_mr,,T,NOTSCHEDULED
166,131,customdeploy_nacha_entity_bank_mr,,T,NOTSCHEDULED
167,132,customdeploy_nacha_company_bank_mr,,T,NOTSCHEDULED
168,133,customdeploy_ep_delete_bepi_mr,,T,NOTSCHEDULED
169,134,customdeploy_9572_migration_script_mr,,T,NOTSCHEDULED
170,135,customdeploy_8858_reverse_payments_mr,,T,NOTSCHEDULED
171,136,customdeploy_9997_update_ddfileformat_mr,,T,NOTSCHEDULED
172,137,customdeploy_8858_payment_processor_mr,,T,NOTSCHEDULED
173,138,customdeploy_ep_update_bepi_mr,,T,NOTSCHEDULED
174,139,customdeploy_13438_template_generator_mr,,T,NOTSCHEDULED
175,140,customdeploy_8859_transaction_marker,,T,NOTSCHEDULED
176,141,customdeploy_8859_ep_rollback_mr,,T,NOTSCHEDULED
177,142,customdeploy_8859_email_notification_mr,,T,NOTSCHEDULED
2971,143,customdeploy_2663_entity_bank_details_cs,CUSTOMRECORD_2663_ENTITY_BANK_DETAILS,F,RELEASED
2973,145,customdeploy_2663_bank_validator_cs,CUSTOMRECORD_2663_BANK_DETAILS,F,RELEASED
2974,145,customdeploy_2663_entity_validator_cs,CUSTOMRECORD_2663_ENTITY_BANK_DETAILS,F,RELEASED
2968,147,customdeploy_2663_file_format_cs,CUSTOMRECORD_2663_PAYMENT_FILE_FORMAT,F,RELEASED
2969,148,customdeploy_ep_preference_cs,CUSTOMRECORD_EP_PREFERENCE,F,RELEASED
183,149,customdeploy_10782_entity_bank_cs,CUSTOMRECORD_2663_ENTITY_BANK_DETAILS,T,RELEASED
184,150,customdeploy_11724_bank_fee_cs,CUSTOMRECORD_11724_BANK_FEE_SCHED,T,RELEASED
185,151,customdeploy_14552_customer_details_cs,CUSTOMER,T,RELEASED
186,151,customdeploy_14552_employee_details_cs,EMPLOYEE,T,RELEASED
187,151,customdeploy_14552_partner_details_cs,PARTNER,T,RELEASED
188,151,customdeploy_14552_vendor_details_cs,VENDOR,T,RELEASED
189,152,customdeploy_14552_bank_details_cs,CUSTOMRECORD_2663_BANK_DETAILS,T,RELEASED
190,153,customdeploy_9997_eft_payment_cs,VENDORPAYMENT,T,RELEASED
192,153,customdeploy_9997_customer_refund_cs,CUSTOMERREFUND,T,RELEASED
193,153,customdeploy_9997_vendor_prepayment_cs,VENDORPREPAYMENT,T,RELEASED
191,153,customdeploy_9997_dd_payment_cs,CUSTOMERPAYMENT,T,RELEASED
2962,154,customdeploy_2663_bank_details_cs,CUSTOMRECORD_2663_BANK_DETAILS,F,RELEASED
2967,155,customdeploy_2663_payment_aggregation_cs,CUSTOMRECORD_2663_PAYMENT_AGGREGATION,F,RELEASED
2970,156,customdeploy_2663_payment_file_mgmt_cs,CUSTOMRECORD_2663_FILE_ADMIN,F,RELEASED
197,157,customdeploy_payment_file_format_cs,CUSTOMRECORD_2663_PAYMENT_FILE_FORMAT,T,RELEASED
2972,158,customdeploy_2663_payment_schedule_cs,CUSTOMRECORD_2663_PAYMENT_SCHEDULE,F,RELEASED
200,159,customdeploy_14552_field_validator_cs,CUSTOMRECORD_2663_BANK_DETAILS,T,RELEASED
199,159,customdeploy_14552_entity_validator_cs,CUSTOMRECORD_2663_ENTITY_BANK_DETAILS,T,RELEASED
2963,161,customdeploy_2663_partner_details_cs,PARTNER,F,RELEASED
2964,161,customdeploy_2663_customer_details_cs,CUSTOMER,F,RELEASED
2966,161,customdeploy_2663_employee_details_cs,EMPLOYEE,F,RELEASED
2965,161,customdeploy_2663_vendor_details_cs,VENDOR,F,RELEASED
343,162,customdeploy_campaign_assistant_bundle,,T,RELEASED
206,163,customdeploy_ca_ss_savedsearch,,T,RELEASED
207,164,customdeploy_ca_ss_campaignassistant,,T,RELEASED
208,165,customdeploy_ca_ss_campaigntargetgroup,,T,RELEASED
209,166,customdeploy_ca_ss_campaigntemplate,,T,RELEASED
210,167,customdeploy_ca_ss_file,,T,RELEASED
211,170,customdeploy_nsapm_beforeinstall,,T,RELEASED
212,171,customdeploy_nsapm_afterinstall,,T,RELEASED
213,172,customdeploy_nsapm_ah_sl_lists_v2,,T,RELEASED
214,173,customdeploy_nsapm_ah_sl_main,,T,RELEASED
215,174,customdeploy_nsapm_ah_sl_overview_v2,,T,RELEASED
216,175,customdeploy_nsapm_ah_sl_smelldetails_v2,,T,RELEASED
217,176,customdeploy_nsapm_ah_sl_snooze_v2,,T,RELEASED
218,177,customdeploy_nsapm_apmsetup_sl_main,,T,RELEASED
219,178,customdeploy_nsapm_cd_sl_concurrency_v2,,T,RELEASED
220,179,customdeploy_nsapm_cd_sl_instances_v2,,T,RELEASED
221,180,customdeploy_nsapm_cd_sl_main,,T,RELEASED
222,181,customdeploy_nsapm_cd_sl_violations_v2,,T,RELEASED
223,182,customdeploy_nsapm_cm_sl_concurrency_v2,,T,RELEASED
224,183,customdeploy_nsapm_cm_sl_main,,T,RELEASED
225,184,customdeploy_nsapm_cm_sl_violations_v2,,T,RELEASED
226,185,customdeploy_nsapm_prf_sl_frhtlogs_v2,,T,RELEASED
227,186,customdeploy_nsapm_prf_sl_kpi_v2,,T,RELEASED
228,187,customdeploy_nsapm_prf_sl_main,,T,RELEASED
229,188,customdeploy_nsapm_ptd_sl_instances_v2,,T,RELEASED
230,189,customdeploy_nsapm_ptd_sl_main,,T,RELEASED
231,190,customdeploy_nsapm_ptd_sl_ssdetails_v2,,T,RELEASED
232,191,customdeploy_nsapm_pts_sl_etesummary_v2,,T,RELEASED
233,192,customdeploy_nsapm_pts_sl_etetime_v2,,T,RELEASED
234,193,customdeploy_nsapm_pts_sl_main,,T,RELEASED
235,194,customdeploy_nsapm_pts_sl_setup_v2,,T,RELEASED
236,195,customdeploy_nsapm_pts_sl_ssdetail_v2,,T,RELEASED
237,196,customdeploy_nsapm_rpa_sl_integration_v2,,T,RELEASED
238,197,customdeploy_nsapm_rpa_sl_main,,T,RELEASED
239,198,customdeploy_nsapm_rpa_sl_operdetails_v2,,T,RELEASED
240,199,customdeploy_nsapm_rpa_sl_operdetlogs_v2,,T,RELEASED
241,200,customdeploy_nsapm_rpa_sl_overview_v2,,T,RELEASED
242,201,customdeploy_nsapm_rpa_sl_topoper_v2,,T,RELEASED
243,202,customdeploy_nsapm_rpm_sl_main,,T,RELEASED
244,203,customdeploy_nsapm_rpm_sl_rec_charts_v2,,T,RELEASED
245,204,customdeploy_nsapm_rpm_sl_record_tile_v2,,T,RELEASED
246,205,customdeploy_nsapm_rpm_sl_setup_date_v2,,T,RELEASED
247,206,customdeploy_nsapm_rpm_sl_setup_gen_v2,,T,RELEASED
248,207,customdeploy_nsapm_rpm_sl_setup_rec_v2,,T,RELEASED
249,208,customdeploy_nsapm_scpm_sl_concurrdet,,T,RELEASED
250,209,customdeploy_nsapm_scpm_sl_concurrencyhm,,T,RELEASED
251,210,customdeploy_nsapm_scpm_sl_deployments,,T,RELEASED
252,211,customdeploy_nsapm_scpm_sl_elevatedprio,,T,RELEASED
253,212,customdeploy_nsapm_scpm_sl_kpi,,T,RELEASED
254,213,customdeploy_nsapm_scpm_sl_main,,T,RELEASED
255,214,customdeploy_nsapm_scpm_sl_procsettings,,T,RELEASED
256,215,customdeploy_nsapm_scpm_sl_queuedetails,,T,RELEASED
257,216,customdeploy_nsapm_scpm_sl_scriptprio,,T,RELEASED
258,217,customdeploy_nsapm_scpm_sl_statuses,,T,RELEASED
259,218,customdeploy_nsapm_scpm_sl_utilization,,T,RELEASED
260,219,customdeploy_nsapm_sl_recordtypes_v2,,T,RELEASED
261,220,customdeploy_nsapm_spa_sl_main,,T,RELEASED
262,221,customdeploy_nsapm_spa_sl_tiles_v2,,T,RELEASED
263,222,customdeploy_nsapm_spd_sl_main,,T,RELEASED
264,223,customdeploy_nsapm_spd_sl_sscontext_v2,,T,RELEASED
265,224,customdeploy_nsapm_spd_sl_ssdetails_v2,,T,RELEASED
266,225,customdeploy_nsapm_spd_sl_sslist_v2,,T,RELEASED
267,226,customdeploy_nsapm_spd_sl_sslogs_v2,,T,RELEASED
268,227,customdeploy_nsapm_spjd_sl_deploylist,,T,RELEASED
269,228,customdeploy_nsapm_spjd_sl_instancedet,,T,RELEASED
270,229,customdeploy_nsapm_spjd_sl_main,,T,RELEASED
271,230,customdeploy_nsapm_ssa_sl_details_v2,,T,RELEASED
272,231,customdeploy_nsapm_ssa_sl_main,,T,RELEASED
273,232,customdeploy_nsapm_ssa_sl_perfchart_v2,,T,RELEASED
274,233,customdeploy_nsapm_ssa_sl_scripts_v2,,T,RELEASED
275,234,customdeploy_nsapm_ssa_sl_summary_v2,,T,RELEASED
276,235,customdeploy_nsapm_wsa_sl_api_v2,,T,RELEASED
277,236,customdeploy_nsapm_wsa_sl_integration_v2,,T,RELEASED
278,237,customdeploy_nsapm_wsa_sl_kpi_v2,,T,RELEASED
279,238,customdeploy_nsapm_wsa_sl_main,,T,RELEASED
280,239,customdeploy_nsapm_wsa_sl_statuses_v2,,T,RELEASED
281,240,customdeploy_nsapm_wsa_sl_topoper_v2,,T,RELEASED
282,241,customdeploy_nsapm_wsa_sl_topwsrp_v2,,T,RELEASED
283,242,customdeploy_nsapm_wsa_sl_wsrpdetails_v2,,T,RELEASED
284,243,customdeploy_nsapm_wsod_sl_kpi_v2,,T,RELEASED
285,244,customdeploy_nsapm_wsod_sl_main,,T,RELEASED
286,245,customdeploy_nsapm_wsod_sl_perfdet_v2,,T,RELEASED
287,246,customdeploy_nsapm_wsod_sl_toprecperf_v2,,T,RELEASED
288,247,customdeploy_nsapm_wsod_sl_wsologs_v2,,T,RELEASED
289,248,customdeploy_nsapm_wsod_sl_wsrplogs_v2,,T,RELEASED
7615,270,customdeploy_ed_bundle_installation,,T,RELEASED
291,271,customdeploy_ob_employee_ue,EMPLOYEE,T,RELEASED
292,272,customdeploy_ed_emp_search_backend_su,,T,RELEASED
293,273,customdeploy_ed_preferences_su,,T,RELEASED
294,274,customdeploy_ed_emp_dir_su,,T,RELEASED
295,275,customdeploy_ed_preferences_backend_su,,T,RELEASED
296,276,customdeploy_ob_org_browser_backend_su,,T,RELEASED
297,277,customdeploy_ob_org_browser_su,,T,RELEASED
298,278,customdeploy_ob_org_browser_tree_ss,,T,NOTSCHEDULED
299,278,customdeploy_ob_org_browser_tree_ss2,,T,SCHEDULED
300,279,customdeploy_ed_emp_dir_portlet,,T,RELEASED
325,280,customdeploy1,CUSTOMRECORD_ZASTRO_UNCONSOLIDATED_ITEMS,T,RELEASED
326,281,customdeploy1,SALESORDER,F,RELEASED
327,282,customdeploy1,CUSTOMRECORD_ZASTRO_PO_CONSOLID,F,TESTING
328,283,customdeploy1,CUSTOMRECORD_ZASTRO_PO_CONSOLID,T,RELEASED
329,284,customdeploy1,CUSTOMRECORD_ZASTRO_UNCONSOLIDATED_ITEMS,F,RELEASED
330,285,customdeploy1,CUSTOMRECORD_ZASTRO_PO_CONSOLID,T,RELEASED
331,286,customdeploy1,,F,TESTING
332,287,customdeploy1,,T,RELEASED
333,288,customdeploy1,CUSTOMRECORD_ZASTRO_PO_CONSOLID,F,RELEASED
334,289,customdeploy1,,T,NOTSCHEDULED
335,289,customdeploy2,,T,NOTSCHEDULED
336,290,customdeploy1,CUSTOMRECORD_ILLUMI_MULTI_QUOTES,T,RELEASED
337,291,customdeploy1,CUSTOMRECORD_ILLUMI_MULTI_QUOTES,T,RELEASED
338,292,customdeploy1,SALESORDER,T,TESTING
339,293,customdeploy1,,T,RELEASED
340,294,customdeploy1,CUSTOMRECORD_ZASTRO_PO_CONSOLID,F,TESTING
341,295,customdeploy1,,T,NOTSCHEDULED
342,296,customdeploy1,CUSTOMRECORD_ZASTRO_UNCONSOLIDATED_ITEMS,T,RELEASED
344,297,customdeploy1,SALESORDER,T,RELEASED
345,298,customdeploy1,,T,RELEASED
346,299,customdeploy1,CUSTOMRECORD_ZASTRO_PO_CONSOLID,T,RELEASED
347,301,customdeploy1,,T,RELEASED
348,303,customdeploy1,CUSTOMRECORD_ZASTRO_PO_CONSOLID,T,RELEASED
349,304,customdeploy1,ITEMFULFILLMENT,T,RELEASED
350,305,customdeploy1,CUSTOMRECORD_PR_DELIVERY_RECORD,T,RELEASED
351,306,customdeploy1,CUSTOMRECORD_PR_DELIVERY_RECORD,T,RELEASED
352,307,customdeploy1,CUSTOMRECORD_STORED_INV_DELIVERY,T,RELEASED
353,308,customdeploy1,,T,RELEASED
354,309,customdeploy1,,T,RELEASED
355,310,customdeploy1,,T,RELEASED
357,315,customdeploy1,,T,RELEASED
358,317,customdeploy1,CUSTOMRECORD_STORED_INV_DELIVERY,T,RELEASED
359,318,customdeploy1,CUSTOMRECORD_PR_DELIVERY_RECORD,T,RELEASED
361,320,customdeploy1,,T,RELEASED
362,321,customdeploy1,CUSTOMER,F,TESTING
363,323,customdeploy1,CUSTOMRECORD_ZASTRO_PO_CONSOLID,T,RELEASED
364,324,customdeploy1,BIN,T,RELEASED
365,325,customdeploy1,SALESORDER,T,RELEASED
366,326,customdeploy1,CUSTOMRECORD_PR_CHANGE_ORDER,T,RELEASED
2919,327,customdeploy_15486_ep_bundle_install,,T,RELEASED
394,328,customdeploy_15486_pay_info_venbill_ue,VENDORBILL,T,RELEASED
395,328,customdeploy_15486_pay_info_vencredit_ue,VENDORCREDIT,T,RELEASED
396,328,customdeploy_15486_pay_info_venpay_ue,VENDORPAYMENT,T,RELEASED
391,328,customdeploy_15486_pay_info_expreport_ue,EXPENSEREPORT,T,RELEASED
386,328,customdeploy_15486_pay_info_cashref_ue,CASHREFUND,T,RELEASED
387,328,customdeploy_15486_pay_info_check_ue,CHECK,T,RELEASED
388,328,customdeploy_15486_pay_info_credmemo_ue,CREDITMEMO,T,RELEASED
389,328,customdeploy_15486_pay_info_custpay_ue,CUSTOMERPAYMENT,T,RELEASED
390,328,customdeploy_15486_pay_info_custref_ue,CUSTOMERREFUND,T,RELEASED
392,328,customdeploy_15486_pay_info_invoice_ue,INVOICE,T,RELEASED
393,328,customdeploy_15486_pay_info_jourentry_ue,JOURNALENTRY,T,RELEASED
397,329,customdeploy_15486_pay_aggregation_ue,CUSTOMRECORD_2663_PAYMENT_AGGREGATION,T,RELEASED
398,330,customdeploy_15486_ep_preference_ue,CUSTOMRECORD_EP_PREFERENCE,T,RELEASED
399,331,customdeploy_15486_file_format_ue,CUSTOMRECORD_2663_PAYMENT_FILE_FORMAT,T,RELEASED
401,332,customdeploy_15486_payment_schedule_ue,CUSTOMRECORD_2663_PAYMENT_SCHEDULE,T,RELEASED
2945,333,customdeploy_15529_global_eft_selection,,T,RELEASED
403,334,customdeploy_15486_field_validator_su,,T,RELEASED
