depid,script,deployid,recordtype,isdeployed,status
3344,1966,customdeploy_ste_cs_transaction_opport,OPPORTUNITY,T,RELEASED
3337,1966,customdeploy_ste_cs_transaction_purchord,PURCHASEORDER,T,RELEASED
3338,1966,customdeploy_ste_cs_transaction_invoice,INVOICE,T,RELEASED
3339,1966,customdeploy_ste_cs_transaction_salord,SALESORDER,T,RELEASED
3340,1966,customdeploy_ste_ue_transaction_vendcred,VENDORCREDIT,T,RELEASED
3341,1966,customdeploy_ste_cs_transaction_estimate,ESTIMATE,T,RELEASED
3342,1966,customdeploy_ste_cs_transaction_exprep,EXPENSEREPORT,T,RELEASED
3346,1966,customdeploy_ste_cs_transaction_journal,JOURNALENTRY,T,RELEASED
3347,1966,customdeploy_ste_cs_transaction_vretauth,VENDORRETURNAUTHORIZATION,T,RELEASED
3334,1966,customdeploy_ste_cs_transaction_cashrfnd,CASHREFUND,T,RELEASED
2056,1967,customdeploy_ste_cs_nexus,NEXUS,T,RELEASED
2057,1968,customdeploy_ste_cs_taxschedule_detail,CUSTOMRECORD_STE_TAX_SCHEDULE_BODY,T,RELEASED
2058,1969,customdeploy_ste_suitetaxengine,,T,RELEASED
5214,1970,customdeploy_ste_bundle_install,,T,RELEASED
7705,1971,customdeploy_str_bundle_installation,,T,RELEASED
8071,1972,customdeploy_str_job_details_ue,CUSTOMRECORD_STR_JOB_DETAILS,T,RELEASED
8072,1973,customdeploy_str_sub_settings_ue,SUBSIDIARYSETTINGS,T,RELEASED
8064,1974,customdeploy_str_adjusment_jrnl_ue,JOURNALENTRY,T,RELEASED
8074,1975,customdeploy_str_tax_filing_ue,CUSTOMRECORD_STR_TAX_FILING,T,RELEASED
8066,1976,customdeploy_str_noninv_ue,NONINVENTORYITEM,T,RELEASED
8068,1976,customdeploy_str_assembly_ue,ASSEMBLYITEM,T,RELEASED
8069,1976,customdeploy_str_kit_ue,KITITEM,T,RELEASED
8065,1976,customdeploy_str_service_ue,SERVICEITEM,T,RELEASED
8067,1976,customdeploy_str_oth_ue,OTHERCHARGEITEM,T,RELEASED
8070,1976,customdeploy_str_inv_ue,INVENTORYITEM,T,RELEASED
8073,1977,customdeploy_str_roles_permission_ue,CUSTOMRECORD_STR_ROLES_PERMISSIONS,T,RELEASED
8063,1978,customdeploy_str_job_ue,CUSTOMRECORD_STR_JOB,T,RELEASED
8052,1979,customdeploy_str_recoverability_su,,T,RELEASED
8041,1980,customdeploy_str_report_job_progress_su,,T,RELEASED
8050,1981,customdeploy_str_tax_filing_setup,,T,RELEASED
8049,1982,customdeploy_str_tax_return_setup_su_v,,T,RELEASED
8048,1982,customdeploy_str_tax_return_setup_su,,T,RELEASED
8036,1983,customdeploy_str_jobmanager_su,,T,RELEASED
8051,1984,customdeploy_ctr_options_svc_su,,T,RELEASED
8043,1985,customdeploy_str_taf_su,,T,RELEASED
8056,1986,customdeploy_str_bdownload_su,,T,RELEASED
8042,1987,customdeploy_str_tax_filing_progress_su,,T,RELEASED
8040,1988,customdeploy_str_country_form_su,,T,RELEASED
8045,1989,customdeploy_str_adjust_return_su,,T,RELEASED
8053,1990,customdeploy_journalentry_svc_su,,T,RELEASED
8037,1991,customdeploy_str_config_svc_su,,T,RELEASED
8058,1992,customdeploy_str_vat_drilldown_su,,T,RELEASED
8047,1993,customdeploy_str_roles_permissions_su,,T,RELEASED
8046,1993,customdeploy_str_roles_su,,T,RELEASED
8038,1994,customdeploy_str_output_data_reader_su,,T,RELEASED
8060,1995,customdeploy_str_report_preferences_su,,T,RELEASED
8059,1995,customdeploy_str_report_preferences_su_v,,T,RELEASED
8055,1996,customdeploy_str_country_report_su_view,,T,RELEASED
8054,1996,customdeploy_str_country_report_su,,T,RELEASED
8057,1997,customdeploy_str_account_svc_su,,T,RELEASED
8062,1998,customdeploy_str_schema_editor_su,,T,RELEASED
8061,2001,customdeploy_str_tax_filing_su,,T,RELEASED
8039,2002,customdeploy_str_tax_filing_auth_su,,T,RELEASED
7935,2003,customdeploy_str_jmrunner_ss,,T,SCHEDULED
7968,2004,customdeploy_str_searchtask_proc_ss_28,,T,NOTSCHEDULED
7955,2004,customdeploy_str_searchtask_proc_ss_15,,T,NOTSCHEDULED
7941,2004,customdeploy_str_searchtask_proc_ss_01,,T,NOTSCHEDULED
7942,2004,customdeploy_str_searchtask_proc_ss_03,,T,NOTSCHEDULED
7943,2004,customdeploy_str_searchtask_proc_ss_06,,T,NOTSCHEDULED
7944,2004,customdeploy_str_searchtask_proc_ss_04,,T,NOTSCHEDULED
7945,2004,customdeploy_str_searchtask_proc_ss_07,,T,NOTSCHEDULED
7946,2004,customdeploy_str_searchtask_proc_ss_08,,T,NOTSCHEDULED
7947,2004,customdeploy_str_searchtask_proc_ss_10,,T,NOTSCHEDULED
7948,2004,customdeploy_str_searchtask_proc_ss_05,,T,NOTSCHEDULED
7949,2004,customdeploy_str_searchtask_proc_ss_02,,T,NOTSCHEDULED
7950,2004,customdeploy_str_searchtask_proc_ss_09,,T,NOTSCHEDULED
7959,2004,customdeploy_str_searchtask_proc_ss_19,,T,NOTSCHEDULED
7960,2004,customdeploy_str_searchtask_proc_ss_20,,T,NOTSCHEDULED
7962,2004,customdeploy_str_searchtask_proc_ss_22,,T,NOTSCHEDULED
7963,2004,customdeploy_str_searchtask_proc_ss_23,,T,NOTSCHEDULED
7964,2004,customdeploy_str_searchtask_proc_ss_24,,T,NOTSCHEDULED
7966,2004,customdeploy_str_searchtask_proc_ss_26,,T,NOTSCHEDULED
7967,2004,customdeploy_str_searchtask_proc_ss_27,,T,NOTSCHEDULED
7969,2004,customdeploy_str_searchtask_proc_ss_29,,T,NOTSCHEDULED
7970,2004,customdeploy_str_searchtask_proc_ss_30,,T,NOTSCHEDULED
