scriptid,category,file,hits
custitem_la_cartons_per_unit,la_field,objects:itemcustomfield/custitem_la_cartons_per_unit.xml,1
custitem_la_cfm_range,la_field,objects:entryform/custform_128_7513000_144.xml,1
custitem_la_cfm_range,la_field,objects:entryform/custform_174_7513000_794.xml,1
custitem_la_cfm_range,la_field,objects:entryform/custform_217_7513000_136.xml,1
custitem_la_cfm_range,la_field,objects:itemcustomfield/custitem_la_cfm_range.xml,1
custitem_la_chain,la_field,filecabinet:SuiteScripts/LightsAmericaIntegration/copy_item_ue_null_la_fields.js,1
custitem_la_chain,la_field,filecabinet:SuiteScripts/pr_la_item_update.js,1
custitem_la_chain,la_field,objects:entryform/custform_128_7513000_144.xml,1
custitem_la_chain,la_field,objects:entryform/custform_174_7513000_794.xml,1
custitem_la_chain,la_field,objects:entryform/custform_217_7513000_136.xml,1
custitem_la_chain,la_field,objects:itemcustomfield/custitem_la_chain.xml,1
custitem_la_collection,keep20,filecabinet:SuiteScripts/LightsAmericaIntegration/copy_item_ue_null_la_fields.js,1
custitem_la_collection,keep20,filecabinet:SuiteScripts/pr_la_item_update.js,1
custitem_la_collection,keep20,objects:entryform/custform_128_7513000_144.xml,1
custitem_la_collection,keep20,objects:entryform/custform_174_7513000_794.xml,1
custitem_la_collection,keep20,objects:entryform/custform_217_7513000_136.xml,1
custitem_la_collection,keep20,objects:itemcustomfield/custitem_la_collection.xml,1
custitem_la_collection,keep20,objects:savedsearch/customsearch_item_search_by_categoryfini.xml,1
custitem_la_color_temperature,keep20,filecabinet:SuiteScripts/Unified Catalog Analysis.js,4
custitem_la_color_temperature,keep20,filecabinet:SuiteScripts/item record report.js,2
custitem_la_color_temperature,keep20,filecabinet:SuiteScripts/LightsAmericaIntegration/copy_item_ue_null_la_fields.js,1
custitem_la_color_temperature,keep20,filecabinet:SuiteScripts/pr_la_item_update.js,1
custitem_la_color_temperature,keep20,objects:entryform/custform_128_7513000_144.xml,1
custitem_la_color_temperature,keep20,objects:entryform/custform_174_7513000_794.xml,1
custitem_la_color_temperature,keep20,objects:entryform/custform_217_7513000_136.xml,1
custitem_la_color_temperature,keep20,objects:itemcustomfield/custitem_la_color_temperature.xml,1
custitem_la_color_temperature,keep20,objects:savedsearch/customsearch4045.xml,1
custitem_la_connection,la_field,objects:entryform/custform_128_7513000_144.xml,1
custitem_la_connection,la_field,objects:entryform/custform_174_7513000_794.xml,1
custitem_la_connection,la_field,objects:entryform/custform_217_7513000_136.xml,1
custitem_la_connection,la_field,objects:itemcustomfield/custitem_la_connection.xml,1
custitem_la_cost,retire_resolved,filecabinet:SuiteScripts/LightsAmericaIntegration/copy_item_ue_null_la_fields.js,1
custitem_la_cost,retire_resolved,filecabinet:SuiteScripts/pr_la_item_update.js,1
custitem_la_cost,retire_resolved,objects:entryform/custform_128_7513000_144.xml,1
custitem_la_cost,retire_resolved,objects:entryform/custform_174_7513000_794.xml,1
custitem_la_cost,retire_resolved,objects:entryform/custform_217_7513000_136.xml,1
custitem_la_cost,retire_resolved,objects:itemcustomfield/custitem_la_cost.xml,1
custitem_la_country_of_origin,la_gen2,filecabinet:SuiteScripts/LightsAmericaIntegration/copy_item_ue_null_la_fields.js,1
custitem_la_country_of_origin,la_gen2,filecabinet:SuiteScripts/pr_la_item_update.js,1
custitem_la_country_of_origin,la_gen2,objects:entryform/custform_128_7513000_144.xml,1
custitem_la_country_of_origin,la_gen2,objects:entryform/custform_174_7513000_794.xml,1
custitem_la_country_of_origin,la_gen2,objects:entryform/custform_217_7513000_136.xml,1
custitem_la_country_of_origin,la_gen2,objects:itemcustomfield/custitem_la_country_of_origin.xml,1
custitem_la_cri,keep20,filecabinet:SuiteScripts/LightsAmericaIntegration/copy_item_ue_null_la_fields.js,1
custitem_la_cri,keep20,filecabinet:SuiteScripts/pr_la_item_update.js,1
custitem_la_cri,keep20,objects:entryform/custform_128_7513000_144.xml,1
custitem_la_cri,keep20,objects:entryform/custform_174_7513000_794.xml,1
custitem_la_cri,keep20,objects:entryform/custform_217_7513000_136.xml,1
custitem_la_cri,keep20,objects:itemcustomfield/custitem_la_cri.xml,1
custitem_la_crystal,la_field,filecabinet:SuiteScripts/LightsAmericaIntegration/copy_item_ue_null_la_fields.js,1
custitem_la_crystal,la_field,filecabinet:SuiteScripts/pr_la_item_update.js,1
custitem_la_crystal,la_field,objects:entryform/custform_128_7513000_144.xml,1
custitem_la_crystal,la_field,objects:entryform/custform_174_7513000_794.xml,1
custitem_la_crystal,la_field,objects:entryform/custform_217_7513000_136.xml,1
custitem_la_crystal,la_field,objects:itemcustomfield/custitem_la_crystal.xml,1
custitem_la_dark_sky,la_field,filecabinet:SuiteScripts/LightsAmericaIntegration/copy_item_ue_null_la_fields.js,1
custitem_la_dark_sky,la_field,filecabinet:SuiteScripts/pr_la_item_update.js,1
custitem_la_dark_sky,la_field,objects:entryform/custform_128_7513000_144.xml,1
custitem_la_dark_sky,la_field,objects:entryform/custform_174_7513000_794.xml,1
custitem_la_dark_sky,la_field,objects:entryform/custform_217_7513000_136.xml,1
custitem_la_dark_sky,la_field,objects:itemcustomfield/custitem_la_dark_sky.xml,1
custitem_la_date_available,la_field,objects:entryform/custform_128_7513000_144.xml,1
custitem_la_date_available,la_field,objects:entryform/custform_174_7513000_794.xml,1
custitem_la_date_available,la_field,objects:entryform/custform_217_7513000_136.xml,1
custitem_la_date_available,la_field,objects:itemcustomfield/custitem_la_date_available.xml,1
custitem_la_designer,la_field,filecabinet:SuiteScripts/LightsAmericaIntegration/copy_item_ue_null_la_fields.js,1
custitem_la_designer,la_field,filecabinet:SuiteScripts/pr_la_item_update.js,1
custitem_la_designer,la_field,objects:entryform/custform_128_7513000_144.xml,1
custitem_la_designer,la_field,objects:entryform/custform_174_7513000_794.xml,1
custitem_la_designer,la_field,objects:entryform/custform_217_7513000_136.xml,1
custitem_la_designer,la_field,objects:itemcustomfield/custitem_la_designer.xml,1
custitem_la_dimensional_weight,la_field,filecabinet:SuiteScripts/LightsAmericaIntegration/copy_item_ue_null_la_fields.js,1
